id;festival;categoria;año;premiado_a;director
274;Festival de Venecia ; León de Oro - Mejor película: ;1998; Así reían ; Michael De Mesa
275;Festival de Venecia ; León de Oro - Mejor película: ;1997; Hana-Bi. Flores de fuego ; Lorenzo Vigas
276;Festival de Venecia ; León de Oro - Mejor película: ;1996; Michael Collins ; Alfredo Castro
277;Festival de Venecia ; León de Oro - Mejor película: ;1995; Cyclo ; Luis Silva
278;Festival de Venecia ; León de Oro - Mejor película: ;1994; Antes de la lluvia ; Jericó Montilla
279;Festival de Venecia ; León de Oro - Mejor película: ;1993; Viva el amor ; Roy Andersson
280;Festival de Venecia ; León de Oro - Mejor película: ;1992; Tres colores: Azul ; Holger Andersson
281;Festival de Venecia ; León de Oro - Mejor película: ;1991; Vidas cruzadas (Short Cuts) ; Nils Westblom
282;Festival de Venecia ; León de Oro - Mejor película: ;1990; Qiu Ju, una mujer china ; Charlotta Larsson
283;Festival de Venecia ; León de Oro - Mejor película: ;1989; Urga, el territorio del amor ; Gianfranco Rosi
284;Festival de Venecia ; León de Oro - Mejor película: ;1988; Rosencrantz y Guildenstern han muerto ; Roberto Giuliani
285;Festival de Venecia ; León de Oro - Mejor película: ;1987; Ciudad doliente (A City of Sadness) ; Franceso De Santis
286;Festival de Venecia ; León de Oro - Mejor película: ;1986; La leyenda del santo bebedor ; Kim Ki-duk
287;Festival de Venecia ; León de Oro - Mejor película: ;1985; Adiós, muchachos ; Lee Jung-jin
288;Festival de Venecia ; León de Oro - Mejor película: ;1984; El rayo verde ; Jo Min-Su
289;Festival de Venecia ; León de Oro - Mejor película: ;1983; Sin techo ni ley ; Woo Gi-hong
290;Festival de Venecia ; León de Oro - Mejor película: ;1982; El año del sol tranquilo ; Aleksandr Sokúrov
291;Festival de Venecia ; León de Oro - Mejor película: ;1981; Nombre: Carmen ; Johannes Zeiler
292;Festival de Venecia ; León de Oro - Mejor película: ;1980; El estado de las cosas ; Anton Adasinsky
293;Festival de Venecia ; León de Oro - Mejor película: ;1979; Las hermanas alemanas ; Isolda Dychauk
294;Festival de Venecia ; León de Oro - Mejor película: ;1978; Atlantic City ; Sofia Coppola
295;Festival de Venecia ; León de Oro - Mejor película: ;1977; Gloria ; Stephen Dorff
296;Festival de Venecia ; León de Oro - Mejor película: ;1976; Artistas bajo la lona del circo: perplejos ; Elle Fanning
297;Festival de Venecia ; León de Oro - Mejor película: ;1975; Bella de día (Belle de jour) ; Chris Pontius
298;Festival de Venecia ; León de Oro - Mejor película: ;1974; La batalla de Argel ; Samuel Maoz
299;Festival de Venecia ; León de Oro - Mejor película: ;1973; Sandra ; Yoav Donat
300;Festival de Venecia ; León de Oro - Mejor película: ;1972; El desierto rojo ; Itay Tiran
301;Festival de Venecia ; León de Oro - Mejor película: ;1971; Las manos sobre la ciudad ; Oshri Cohen
302;Festival de Venecia ; León de Oro - Mejor película: ;1970; La infancia de Iván ; Darren Aronofsky
303;Festival de Venecia ; León de Oro - Mejor película: ;1969; Crónica familiar ; Mickey Rourke
304;Festival de Venecia ; León de Oro - Mejor película: ;1968; El año pasado en Marienbad ; Marisa Tomei
305;Festival de Venecia ; León de Oro - Mejor película: ;1967; El paso del Rhin ; Evan Rachel Wood
306;Festival de Venecia ; León de Oro - Mejor película: ;1966; La gran guerra ; Ang Lee
307;Festival de Venecia ; León de Oro - Mejor película: ;1965; El general de la Rovere ; Tony Leung Chiu-Wai
308;Festival de Venecia ; León de Oro - Mejor película: ;1964; El hombre del carrito ; Tang Wei
309;Festival de Venecia ; León de Oro - Mejor película: ;1963; Aparajito (El invencible) ; Joan Chen
310;Festival de Venecia ; León de Oro - Mejor película: ;1962; Ordet (La palabra) ; Jia Zhangke
311;Festival de Venecia ; León de Oro - Mejor película: ;1961; Romeo y Julieta ; Zhao Tao
312;Festival de Venecia ; León de Oro - Mejor película: ;1960; Juegos prohibidos ; Sanming Han
313;Festival de Venecia ; León de Oro - Mejor película: ;1959; Rashomon ; Zhou Lan
314;Festival de Venecia ; León de Oro - Mejor película: ;1958; Justicia cumplida ; Ang Lee
315;Festival de Venecia ; León de Oro - Mejor película: ;1957; Manon ; Heath Ledger
316;Festival de Venecia ; León de Oro - Mejor película: ;1956; Hamlet ; Jake Gyllenhaal
317;Festival de Venecia ; León de Oro - Mejor película: ;1955; Sirena ; Anne Hathaway
318;Festival de Venecia ; León de Oro - Mejor película: ;1954; El sureño (El hombre del sur) ; Mike Leigh
319;Festival de Venecia ; León de Oro - Mejor película: ;1953; Viva la libertad ; Imelda Staunton
320;Festival de Venecia ; León de Oro - Mejor película: ;1952; El hombre y el monstruo ; Philip Davis
321;Festival de Venecia ; León de Oro - Mejor película: ;1951; Muchachas de uniforme ; Adrian Scarborough
322;Festival de Venecia ; León de Oro - Mejor película: ;1950; El pecado de Madelon Claudet ; Andrey Zvyagintsev
323;Festival de Venecia ; Gran Premio del Jurado: ;2022; Saint Omer. El pueblo contra Laurence Coly ; Alice Diop
324;Festival de Venecia ; Gran Premio del Jurado: ;2021; Fue la mano de Dios ; Kayije Kagame
325;Festival de Venecia ; Gran Premio del Jurado: ;2020; Nuevo orden ; Guslagie Malanda
326;Festival de Venecia ; Gran Premio del Jurado: ;2019; El oficial y el espía ; Valérie Dréville
327;Festival de Venecia ; Gran Premio del Jurado: ;2018; La favorita ; Paolo Sorrentino
328;Festival de Venecia ; Gran Premio del Jurado: ;2017; Foxtrot ; Filippo Scotti
329;Festival de Venecia ; Gran Premio del Jurado: ;2016; Animales nocturnos ; Toni Servillo
330;Festival de Venecia ; Gran Premio del Jurado: ;2015; Anomalisa ; Luisa Ranieri
331;Festival de Venecia ; Gran Premio del Jurado: ;2014; La mirada del silencio ; Michel Franco
332;Festival de Venecia ; Gran Premio del Jurado: ;2013; Stray Dogs ; Naian González Norvind
333;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2022; Los reyes del mundo ; Laura Mora Ortega
334;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2021; Blue Moon ; Carlos Andrés Castañeda
335;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2020; Beginning ; Davison Florez
336;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2019; Pacificado ; Brahian Acevedo
337;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2018; Entre dos aguas ; Alina Grigore
338;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2017; The Disaster Artist ; Ioana Chitu
339;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2016; Yo no soy Madame Bovary ; Mircea Postelnicu
340;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2015; Gorriones ; Mircea Silaghi
341;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2014; Magical Girl ; Dea Kulumbegashvili
342;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2013; Pelo malo ; Ia Sukhitashvili
343;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2012; En la casa ; Kakha Kintsurashvili
344;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2011; Los pasos dobles ; Rati Oneli
345;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2010; Neds (No educados y delincuentes) ; Paxton Winters
346;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2009; Ciudad de vida y muerte ; Bukassa Kabengele
347;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2008; La caja de pandora ; Cassia Gil
348;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2007; Mil años de oración ; Débora Nascimento
349;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2006; Mi hijo ; Isaki Lacuesta
350;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2005; Media luna ; Israel Gómez Romero
351;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2004; Algo parecido a la felicidad ; Francisco José Gómez Romero
352;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2003; Las tortugas también vuelan ; Rocío Rendón
353;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2002; Miedo a disparar ; James Franco
354;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2001; Los lunes al sol ; James Franco
355;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;2000; Taxi para tres ; Dave Franco
356;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1999; La perdición de los hombres ; Seth Rogen
357;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1998; ¿Qué es la vida? ; Feng Xiaogang
358;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1997; El viento se llevó lo que ; Fan Bingbing
359;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1996; No va más ; Da Peng
360;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1995; Trojan Eddie ; Fan Wei
361;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1994; Bwana ; Rúnar Rúnarsson
362;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1993; El museo de Margaret ; Atli Oskar Fjalarsson
363;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1992; Días contados ; Ingvar Eggert Sigurdsson
364;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1991; Sara ; Kristbjörg Kjeld
365;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1990; Principio y fin ; Carlos Vermut
366;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1989; Un lugar en el mundo ; Luis Bermejo
367;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1988; Alas de mariposa ; Bárbara Lennie
368;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1987; Las cartas de Alou ; José Sacristán
369;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1986; La nación clandestina ; Mariana Rondón
370;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1985; Homer y Eddie ; Samuel Lange Zambrano
371;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1984; Sobre la colina negra ; Samantha Castillo
372;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1983; Boda en Galilea ; Beto Benites
373;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1982; La mitad del cielo ; François Ozon
374;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1981; Yesterday ; Fabrice Luchini
375;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1980; Maratón de otoño ; Ernst Umhauer
376;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1979; Alambrista! ; Kristin Scott Thomas
377;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1978; Una pieza inacabada para piano mecánico ; Isaki Lacuesta
378;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1977; Los gitanos se van al cielo ; Bokar Dembele Bouba
379;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1976; Furtivos ; Alou Cissé
380;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1975; Malas tierras ; Amassagou Dolo
381;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1974; El espíritu de la colmena ; Peter Mullan
382;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1973; La casa de cristal (TV) ; Conor McCarron
383;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1972; La rodilla de Clara ; Gregg Forrest
384;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1971; Ondata di calore ; Joe Szula
385;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1970; Llueve sobre mi corazón ; Lu Chuan
386;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1969; Todo un día para morir ; Ye Liu
387;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1968; Dos en la carretera ; Gao Yuanyuan
388;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1967; Retorno al pasado ; Hideo Nakaizumi
389;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1966; Espejismo ; Yesim Ustaoglu
390;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1965; Zlatá reneta ; Tsilla Chelton
391;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1964; América, América ; Derya Alabora
392;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1963; El poder de la mafia ; Onur Unsal
393;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1962; La isla de Arturo ; Wayne Wang
394;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1961; El rostro impenetrable ; Henry O
395;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1960; Romeo, Julieta y las tinieblas ; Faye Yu
396;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1959; Historia de una monja ; Vida Ghahremani
397;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1958; Eva quiere dormir ; Martial Fougeron
398;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1957; Sabela ; Nathalie Baye
399;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1956; El ferroviario ; Victor Sevaux
400;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1955; Días de amor ; Olivier Gourmet
401;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1954; Sierra maldita ; Bahman Ghobadi
402;Festival de San Sebastián ; Concha de Oro: Mejor Película: ;1953; La guerra de Dios ; Ismail Ghaffari
403;Festival de San Sebastián ; Premio Especial del Jurado: ;2022; Runner ; Marian Mathias
404;Festival de San Sebastián ; Premio Especial del Jurado: ;2021; Earwig ; Hannah Schiller
405;Festival de San Sebastián ; Premio Especial del Jurado: ;2020; Crock of Gold: Bebiendo con Shane MacGowan ; Darren Houle
406;Festival de San Sebastián ; Premio Especial del Jurado: ;2019; Próxima ; Gene Jones
407;Festival de San Sebastián ; Premio Especial del Jurado: ;2018; Alpha: The Right To Kill ; Jonathan Eisley
408;Festival de San Sebastián ; Premio Especial del Jurado: ;2017; Handia ; Lucile Hadzihalilovic
409;Festival de San Sebastián ; Premio Especial del Jurado: ;2016; The Giant ; Paul Hilton
410;Festival de San Sebastián ; Premio Especial del Jurado: ;2015; El invierno ; Romane Hemelaers
411;Festival de San Sebastián ; Premio Especial del Jurado: ;2014; Evolution ; Romola Garai
412;Festival de San Sebastián ; Premio Especial del Jurado: ;2013; Vida salvaje ; Julien Temple
413;Festival de San Sebastián ; Premio Especial del Jurado: ;2012; La herida ; Shane MacGowan
414;Festival de San Sebastián ; Premio Especial del Jurado: ;2011; Blancanieves ; Alice Winocour
415;Festival de San Sebastián ; Premio Especial del Jurado: ;2010; El Skylab ; Eva Green
416;Festival de San Sebastián ; Premio Especial del Jurado: ;2009; Elisa K ; Matt Dillon
417;Festival de San Sebastián ; Premio Especial del Jurado: ;2008; Mi refugio ; Lars Eidinger
418;Festival de San Sebastián ; Premio Especial del Jurado: ;2007; El caballo de dos piernas ; Brillante Mendoza
419;Festival de San Sebastián ; Premio Especial del Jurado: ;2006; Buda explotó por vergüenza ; Allen Dizon
420;Festival de San Sebastián ; Premio Especial del Jurado: ;2005; El camino de San Diego ; Elijah Filamor
421;Festival de San Sebastián ; Premio Especial del Jurado: ;2004; Iluminados por el fuego ; Baron Geisler
422;Festival de San Sebastián ; Premio Especial del Jurado: ;2003; Sueño de una noche de invierno ; Angela Cortez
423;Festival de San Sebastián ; Premio Especial del Jurado: ;2002; Vías cruzadas ; Jon Garaño
424;Festival de San Sebastián ; Premio Especial del Jurado: ;2001; Historias mínimas ; Aitor Arregi
425;Festival de San Sebastián ; Premio Especial del Jurado: ;2000; En construcción ; Joseba Usabiaga
426;Festival de San Sebastián ; Premio Especial del Jurado: ;1999; Paria ; Eneko Sagardoy
427;Festival de San Sebastián ; Premio Especial del Jurado: ;1998; Jaime ; Ramón Agirre
428;Festival de San Sebastián ; Premio Especial del Jurado: ;1997; De todo corazón ; Johannes Nyholm
429;Festival de San Sebastián ; Premio Especial del Jurado: ;1996; Dioses y monstruos ; Christian Andrén
430;Festival de San Sebastián ; Premio Especial del Jurado: ;1995; A la luz del fuego ; Johan Kylén
431;Festival de San Sebastián ; Premio Especial del Jurado: ;1994; Little Angel ; Anna Bjelkerud
432;Festival de San Sebastián ; Premio Especial del Jurado: ;1993; Nadie hablará de nosotras cuando hayamos muerto ; Emiliano Torres
433;Festival de San Sebastián ; Premio Especial del Jurado: ;1992; Second Best (Difícil elección) ; Alejandro Sieveking
434;Festival de San Sebastián ; Premio Especial del Jurado: ;1991; Huevos de oro ; Cristian Salguero
435;Festival de San Sebastián ; Premio Especial del Jurado: ;1990; Zwolnieni z zycia (Dismissed from Life) ; Pablo Cedrón
436;Festival de San Sebastián ; Premio Especial del Jurado: ;1989; The Man Who Doesn't Return ; Lucile Hadzihalilovic
437;Festival de San Sebastián ; Premio Especial del Jurado: ;1988; Rojo amanecer ; Max Brebant
438;Festival de San Sebastián ; Premio Especial del Jurado: ;1987; El mar y el tiempo ; Julie-Marie Parmentier
439;Festival de San Sebastián ; Premio Especial del Jurado: ;1986; No amarás ; Roxane Duran
440;Festival de San Sebastián ; Premio Especial del Jurado: ;1985; The Great Generation ; Cédric Kahn
441;Festival de San Sebastián ; Premio Especial del Jurado: ;1984; Zina ; Mathieu Kassovitz
442;Festival de San Sebastián ; Premio Especial del Jurado: ;1983; Mamá cumple 100 años ; Céline Sallette
443;Festival de San Sebastián ; Premio Especial del Jurado: ;1982; El lugar sin límites ; David Gastou
444;Festival de San Sebastián ; Premio Especial del Jurado: ;1981; Caddie ; Fernando Franco
445;Festival de San Sebastián ; Premio Especial del Jurado: ;1980; Blindfold ; Marián Álvarez
446;Festival de San Sebastián ; Premio Especial del Jurado: ;1979; Boquitas pintadas ; Rosana Pastor
447;Festival de San Sebastián ; Premio Especial del Jurado: ;1978;  ; Manolo Solo
448;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2022; Los Fabelman ; Steven Spielberg
449;Festival de Toronto (TIFF) ; Premio del Público (Mejor película): ;2021; Belfast ; Michelle Williams
