id;festival;categoria;año;premiado_a;pelicula;director
8494;Premios Goya (España) ; Mejor actriz principal: ;2020; Belén Cuesta ; La trinchera infinita ; Blanca Portillo
8495;Premios Goya (España) ; Mejor actriz principal: ;2019; Susi Sánchez ; La enfermedad del domingo ; David P. Sañudo
8496;Premios Goya (España) ; Mejor actriz principal: ;2018; Nathalie Poza ; No sé decir adiós ; Patricia López Arnaiz
8497;Premios Goya (España) ; Mejor actriz principal: ;2017; Emma Suárez ; Julieta ; Jon Garaño
8498;Premios Goya (España) ; Mejor actriz principal: ;2016; Natalia de Molina ; Techo y comida ; Antonio de la Torre
8499;Premios Goya (España) ; Mejor actriz principal: ;2015; Bárbara Lennie ; Magical Girl ; Ramón Salazar
8500;Premios Goya (España) ; Mejor actriz principal: ;2014; Marián Álvarez ; La herida ; Bárbara Lennie
8501;Premios Goya (España) ; Mejor actriz principal: ;2013; Maribel Verdú ; Blancanieves ; Lino Escalera
8502;Premios Goya (España) ; Mejor actriz principal: ;2012; Elena Anaya ; La piel que habito ; Nathalie Poza
8503;Premios Goya (España) ; Mejor actriz principal: ;2011; Nora Navas ; Pa negre (Pan negro) ; Pedro Almodóvar
8504;Premios Goya (España) ; Mejor actriz principal: ;2010; Lola Dueñas ; Yo, también ; Emma Suárez
8505;Premios Goya (España) ; Mejor actriz principal: ;2009; Carme Elías ; Camino ; Juan Miguel del Castillo
8506;Premios Goya (España) ; Mejor actriz principal: ;2008; Maribel Verdú ; Siete mesas de billar francés ; Natalia de Molina
8507;Premios Goya (España) ; Mejor actriz principal: ;2007; Penélope Cruz ; Volver ; Carlos Vermut
8508;Premios Goya (España) ; Mejor actriz principal: ;2006; Candela Peña ; Princesas ; Luis Bermejo
8509;Premios Goya (España) ; Mejor actriz principal: ;2005; Lola Dueñas ; Mar adentro ; Fernando Franco
8510;Premios Goya (España) ; Mejor actriz principal: ;2004; Laia Marull ; Te doy mis ojos ; Marián Álvarez
8511;Premios Goya (España) ; Mejor actriz principal: ;2003; Mercedes Sampietro ; Lugares comunes ; Pablo Berger
8512;Premios Goya (España) ; Mejor actriz principal: ;2002; Pilar López de Ayala ; Juana la Loca ; Macarena García
8513;Premios Goya (España) ; Mejor actriz principal: ;2001; Carmen Maura ; La comunidad ; Pedro Almodóvar
8514;Premios Goya (España) ; Mejor actriz principal: ;2000; Cecilia Roth ; Todo sobre mi madre ; Antonio Banderas
8515;Premios Goya (España) ; Mejor actriz principal: ;1999; Penélope Cruz ; La niña de tus ojos ; Agustí Villaronga
8516;Premios Goya (España) ; Mejor actriz principal: ;1998; Cecilia Roth ; Martín (Hache) ; Francesc Colomer
8517;Premios Goya (España) ; Mejor actriz principal: ;1997; Emma Suárez ; El perro del hortelano ; Álvaro Pastor
8518;Premios Goya (España) ; Mejor actriz principal: ;1996; Victoria Abril ; Nadie hablará de nosotras cuando hayamos muerto ; Lola Dueñas
8519;Premios Goya (España) ; Mejor actriz principal: ;1995; Cristina Marcos ; Todos los hombres sois iguales ; Javier Fesser
8520;Premios Goya (España) ; Mejor actriz principal: ;1994; Verónica Forqué ; Kika ; Nerea Camacho
8521;Premios Goya (España) ; Mejor actriz principal: ;1993; Ariadna Gil ; Belle Époque ; Gracia Querejeta
8522;Premios Goya (España) ; Mejor actriz principal: ;1992; Sílvia Munt ; Alas de mariposa ; Maribel Verdú
8523;Premios Goya (España) ; Mejor actriz principal: ;1991; Carmen Maura ; ¡Ay, Carmela! ; Pedro Almodóvar
8524;Premios Goya (España) ; Mejor actriz principal: ;1990; Rafaela Aparicio ; El mar y el tiempo ; Penélope Cruz
8525;Premios Goya (España) ; Mejor actriz principal: ;1989; Carmen Maura ; Mujeres al borde de un ataque de nervios ; Fernando León de Aranoa
8526;Premios Goya (España) ; Mejor actriz principal: ;1988; Verónica Forqué ; La vida alegre ; Candela Peña
8527;Premios Goya (España) ; Mejor actriz principal: ;1987; Amparo Rivelles ; Hay que deshacer la casa ; Alejandro Amenábar
8528;Premios Goya (España) ; Mejor actor de reparto: ;2023; Luis Zahera ; As bestas ; Rodrigo Sorogoyen
8529;Premios Goya (España) ; Mejor actor de reparto: ;2022; Urko Olazabal ; Maixabel ; Marina Foïs
8530;Premios Goya (España) ; Mejor actor de reparto: ;2021; Alberto San Juan ; Sentimental ; Icíar Bollaín
8531;Premios Goya (España) ; Mejor actor de reparto: ;2020; Eduard Fernández ; Mientras dure la guerra ; Blanca Portillo
8532;Premios Goya (España) ; Mejor actor de reparto: ;2019; Luis Zahera ; El Reino ; Cesc Gay
8533;Premios Goya (España) ; Mejor actor de reparto: ;2018; David Verdaguer ; Verano 1993 ; Javier Cámara
8534;Premios Goya (España) ; Mejor actor de reparto: ;2017; Manolo Solo ; Tarde para la ira ; Alejandro Amenábar
8535;Premios Goya (España) ; Mejor actor de reparto: ;2016; Javier Cámara ; Truman ; Karra Elejalde
8536;Premios Goya (España) ; Mejor actor de reparto: ;2015; Karra Elejalde ; Ocho apellidos vascos ; Rodrigo Sorogoyen
8537;Premios Goya (España) ; Mejor actor de reparto: ;2014; Roberto Álamo ; La gran familia española ; Antonio de la Torre
8538;Premios Goya (España) ; Mejor actor de reparto: ;2013; Julián Villagrán ; Grupo 7 ; Carla Simón
8539;Premios Goya (España) ; Mejor actor de reparto: ;2012; Lluís Homar ; Eva ; Laia Artigas
8540;Premios Goya (España) ; Mejor actor de reparto: ;2011; Karra Elejalde ; También la lluvia ; Raúl Arévalo
8541;Premios Goya (España) ; Mejor actor de reparto: ;2010; Raúl Arévalo ; Gordos ; Antonio de la Torre
8542;Premios Goya (España) ; Mejor actor de reparto: ;2009; Jordi Dauder ; Camino ; Cesc Gay
8543;Premios Goya (España) ; Mejor actor de reparto: ;2008; José Manuel Cervino ; Las 13 rosas ; Javier Cámara
8544;Premios Goya (España) ; Mejor actor de reparto: ;2007; Antonio de la Torre ; AzulOscuroCasiNegro ; Emilio Martínez-Lázaro
8545;Premios Goya (España) ; Mejor actor de reparto: ;2006; Carmelo Gómez ; El método ; Dani Rovira
8546;Premios Goya (España) ; Mejor actor de reparto: ;2005; Celso Bugallo ; Mar adentro ; Daniel Sánchez Arévalo
8547;Premios Goya (España) ; Mejor actor de reparto: ;2004; Eduard Fernández ; En la ciudad ; Quim Gutiérrez
8548;Premios Goya (España) ; Mejor actor de reparto: ;2003; Luis Tosar ; Los lunes al sol ; Alberto Rodríguez
8549;Premios Goya (España) ; Mejor actor de reparto: ;2002; Emilio Gutiérrez Caba ; El cielo abierto ; Antonio de la Torre
8550;Premios Goya (España) ; Mejor actor de reparto: ;2001; Emilio Gutiérrez Caba ; La comunidad ; Kike Maíllo
8551;Premios Goya (España) ; Mejor actor de reparto: ;2000; Juan Diego ; París-Tombuctú ; Daniel Brühl
8552;Premios Goya (España) ; Mejor actor de reparto: ;1999; Tony Leblanc ; Torrente, el brazo tonto de la ley ; Icíar Bollaín
8553;Premios Goya (España) ; Mejor actor de reparto: ;1998; José Sancho ; Carne trémula ; Luis Tosar
8554;Premios Goya (España) ; Mejor actor de reparto: ;1997; Luis Cuenca ; La buena vida ; Daniel Sánchez Arévalo
8555;Premios Goya (España) ; Mejor actor de reparto: ;1996; Luis Ciges ; Así en el cielo como en la tierra ; Antonio de la Torre
8556;Premios Goya (España) ; Mejor actor de reparto: ;1995; Javier Bardem ; Días contados ; Javier Fesser
8557;Premios Goya (España) ; Mejor actor de reparto: ;1994; Tito Valverde ; Sombras en una batalla ; Nerea Camacho
8558;Premios Goya (España) ; Mejor actor de reparto: ;1993; Fernando Fernán Gómez ; Belle Époque ; Emilio Martínez-Lázaro
8559;Premios Goya (España) ; Mejor actor de reparto: ;1992; Juan Diego ; El rey pasmado ; Pilar López de Ayala
8560;Premios Goya (España) ; Mejor actor de reparto: ;1991; Gabino Diego ; ¡Ay, Carmela! ; Daniel Sánchez Arévalo
8561;Premios Goya (España) ; Mejor actor de reparto: ;1990; Adolfo Marsillach ; Esquilache ; Quim Gutiérrez
8562;Premios Goya (España) ; Mejor actor de reparto: ;1989; José Sazatornil ; Espérame en el cielo ; Marcelo Piñeyro
8563;Premios Goya (España) ; Mejor actor de reparto: ;1988; Juan Echanove ; Divinas palabras ; Pablo Echarri
8564;Premios Goya (España) ; Mejor actor de reparto: ;1987; Miguel Rellán ; Tata mía ; Alejandro Amenábar
8565;Premios Goya (España) ; Mejor actriz de reparto: ;2023; Susi Sánchez ; Cinco lobitos ; Alauda Ruiz de Azúa
8566;Premios Goya (España) ; Mejor actriz de reparto: ;2022; Nora Navas ; Libertad ; Laia Costa
8567;Premios Goya (España) ; Mejor actriz de reparto: ;2021; Nathalie Poza ; La boda de Rosa ; Clara Roquet
8568;Premios Goya (España) ; Mejor actriz de reparto: ;2020; Julieta Serrano ; Dolor y gloria ; María Morera
8569;Premios Goya (España) ; Mejor actriz de reparto: ;2019; Carolina Yuste ; Carmen y Lola ; Icíar Bollaín
8570;Premios Goya (España) ; Mejor actriz de reparto: ;2018; Adelfa Calvo ; El autor ; Candela Peña
8571;Premios Goya (España) ; Mejor actriz de reparto: ;2017; Emma Suárez ; La próxima piel ; Pedro Almodóvar
8572;Premios Goya (España) ; Mejor actriz de reparto: ;2016; Luisa Gavasa ; La novia ; Antonio Banderas
8573;Premios Goya (España) ; Mejor actriz de reparto: ;2015; Carmen Machi ; Ocho apellidos vascos ; Arantxa Echevarria
8574;Premios Goya (España) ; Mejor actriz de reparto: ;2014; Terele Pávez ; Las brujas de Zugarramurdi ; Zaira Romero
8575;Premios Goya (España) ; Mejor actriz de reparto: ;2013; Candela Peña ; Una pistola en cada mano ; Manuel Martín Cuenca
8576;Premios Goya (España) ; Mejor actriz de reparto: ;2012; Ana Wagener ; La voz dormida ; Javier Gutiérrez
8577;Premios Goya (España) ; Mejor actriz de reparto: ;2011; Laia Marull ; Pa negre (Pan negro) ; Isaki Lacuesta
8578;Premios Goya (España) ; Mejor actriz de reparto: ;2010; Marta Etura ; Celda 211 ; Àlex Monner
8579;Premios Goya (España) ; Mejor actriz de reparto: ;2009; Penélope Cruz ; Vicky Cristina Barcelona ; Paula Ortiz
8580;Premios Goya (España) ; Mejor actriz de reparto: ;2008; Amparo Baró ; Siete mesas de billar francés ; Inma Cuesta
8581;Premios Goya (España) ; Mejor actriz de reparto: ;2007; Carmen Maura ; Volver ; Emilio Martínez-Lázaro
8582;Premios Goya (España) ; Mejor actriz de reparto: ;2006; Elvira Mínguez ; Tapas ; Dani Rovira
8583;Premios Goya (España) ; Mejor actriz de reparto: ;2005; Mabel Rivera ; Mar adentro ; Álex de la Iglesia
8584;Premios Goya (España) ; Mejor actriz de reparto: ;2004; Candela Peña ; Te doy mis ojos ; Hugo Silva
8585;Premios Goya (España) ; Mejor actriz de reparto: ;2003; Geraldine Chaplin ; En la ciudad sin límites ; Cesc Gay
8586;Premios Goya (España) ; Mejor actriz de reparto: ;2002; Rosa María Sardà ; Sin vergüenza ; Ricardo Darín
8587;Premios Goya (España) ; Mejor actriz de reparto: ;2001; Julia Gutiérrez Caba ; You're the One (Una historia de entonces) ; Benito Zambrano
8588;Premios Goya (España) ; Mejor actriz de reparto: ;2000; María Galiana ; Solas ; Inma Cuesta
8589;Premios Goya (España) ; Mejor actriz de reparto: ;1999; Adriana Ozores ; La hora de los valientes ; Agustí Villaronga
8590;Premios Goya (España) ; Mejor actriz de reparto: ;1998; Charo López ; Secretos del corazón ; Francesc Colomer
8591;Premios Goya (España) ; Mejor actriz de reparto: ;1997; Mary Carrillo ; Más allá del jardín ; Daniel Monzón
8592;Premios Goya (España) ; Mejor actriz de reparto: ;1996; Pilar Bardem ; Nadie hablará de nosotras cuando hayamos muerto ; Luis Tosar
8593;Premios Goya (España) ; Mejor actriz de reparto: ;1995; María Luisa Ponte ; Canción de cuna ; Woody Allen
8594;Premios Goya (España) ; Mejor actriz de reparto: ;1994; Rosa María Sardà ; ¿Por qué lo llaman amor cuando quieren decir sexo? ; Rebecca Hall
8595;Premios Goya (España) ; Mejor actriz de reparto: ;1993; Chus Lampreave ; Belle Époque ; Gracia Querejeta
8596;Premios Goya (España) ; Mejor actriz de reparto: ;1992; Kiti Mánver ; Todo por la pasta ; Maribel Verdú
8597;Premios Goya (España) ; Mejor actriz de reparto: ;1991; María Barranco ; Las edades de Lulú ; Pedro Almodóvar
8598;Premios Goya (España) ; Mejor actriz de reparto: ;1990; María Asquerino ; El mar y el tiempo ; Penélope Cruz
8599;Premios Goya (España) ; Mejor actriz de reparto: ;1989; María Barranco ; Mujeres al borde de un ataque de nervios ; José Corbacho
8600;Premios Goya (España) ; Mejor actriz de reparto: ;1988; Verónica Forqué ; Moros y cristianos ; Ángel de Andrés López
8601;Premios Goya (España) ; Mejor actriz de reparto: ;1987; Verónica Forqué ; El año de las luces ; Alejandro Amenábar
8602;Premios Goya (España) ; Mejor dirección novel: ;2023; Alauda Ruiz de Azúa ; Cinco lobitos ; Alauda Ruiz de Azúa
8603;Premios Goya (España) ; Mejor dirección novel: ;2022; Clara Roquet ; Libertad ; Laia Costa
8604;Premios Goya (España) ; Mejor dirección novel: ;2021; Pilar Palomero ; Las niñas ; Clara Roquet
8605;Premios Goya (España) ; Mejor dirección novel: ;2020; Belén Funes ; La hija de un ladrón ; María Morera
8606;Premios Goya (España) ; Mejor dirección novel: ;2019; Arantxa Echevarria ; Carmen y Lola ; Pilar Palomero
8607;Premios Goya (España) ; Mejor dirección novel: ;2018; Carla Simón ; Verano 1993 ; Andrea Fandós
8608;Premios Goya (España) ; Mejor dirección novel: ;2017; Raúl Arévalo ; Tarde para la ira ; Belén Funes
8609;Premios Goya (España) ; Mejor dirección novel: ;2016; Daniel Guzmán ; A cambio de nada ; Greta Fernández
8610;Premios Goya (España) ; Mejor dirección novel: ;2015; Carlos Marqués-Marcet ; 10.000 KM ; Arantxa Echevarria
8611;Premios Goya (España) ; Mejor dirección novel: ;2014; Fernando Franco ; La herida ; Zaira Romero
8612;Premios Goya (España) ; Mejor dirección novel: ;2013; Enrique Gato ; Las aventuras de Tadeo Jones ; Carla Simón
8613;Premios Goya (España) ; Mejor dirección novel: ;2012; Kike Maíllo ; Eva ; Laia Artigas
8614;Premios Goya (España) ; Mejor dirección novel: ;2011; David Pinillos ; Bon appétit ; Raúl Arévalo
8615;Premios Goya (España) ; Mejor dirección novel: ;2010; Mar Coll ; Tres días con la familia ; Antonio de la Torre
8616;Premios Goya (España) ; Mejor dirección novel: ;2009; Santiago A. Zannou ; El truco del manco ; Daniel Guzmán
8617;Premios Goya (España) ; Mejor dirección novel: ;2008; J.A. Bayona ; El orfanato ; Miguel Herrán
8618;Premios Goya (España) ; Mejor dirección novel: ;2007; Daniel Sánchez Arévalo ; AzulOscuroCasiNegro ; Carlos Marqués-Marcet
8619;Premios Goya (España) ; Mejor dirección novel: ;2006; José Corbacho, Juan Cruz ; Tapas ; Natalia Tena
8620;Premios Goya (España) ; Mejor dirección novel: ;2005; Pablo Malo ; Frío sol de invierno ; Fernando Franco
8621;Premios Goya (España) ; Mejor dirección novel: ;2004; Ángeles González-Sinde ; La suerte dormida ; Marián Álvarez
8622;Premios Goya (España) ; Mejor dirección novel: ;2003; J.D. Wallovits, Roger Gual ; Smoking Room ; Enrique Gato
8623;Premios Goya (España) ; Mejor dirección novel: ;2002; Juan Carlos Fresnadillo ; Intacto ; Kike Maíllo
8624;Premios Goya (España) ; Mejor dirección novel: ;2001; Achero Mañas ; El bola ; Daniel Brühl
8625;Premios Goya (España) ; Mejor dirección novel: ;2000; Benito Zambrano ; Solas ; David Pinillos
8626;Premios Goya (España) ; Mejor dirección novel: ;1999; Santiago Segura ; Torrente, el brazo tonto de la ley ; Unax Ugalde
8627;Premios Goya (España) ; Mejor dirección novel: ;1998; Fernando León de Aranoa ; Familia ; Mar Coll
8628;Premios Goya (España) ; Mejor dirección novel: ;1997; Alejandro Amenábar ; Tesis ; Nausicaa Bonnín
8629;Premios Goya (España) ; Mejor dirección novel: ;1996; Agustín Díaz Yanes ; Nadie hablará de nosotras cuando hayamos muerto ; Santiago A. Zannou
8630;Premios Goya (España) ; Mejor dirección novel: ;1995; Santiago Aguilar, Luis Guridi (AKA: La cuadrilla) ; Justino, un asesino de la tercera edad ; Juan Manuel Montilla 'El Langui'
8631;Premios Goya (España) ; Mejor dirección novel: ;1994; Mariano Barroso ; Mi hermano del alma ; J.A. Bayona
8632;Premios Goya (España) ; Mejor dirección novel: ;1993; Julio Medem ; Vacas ; Belén Rueda
8633;Premios Goya (España) ; Mejor dirección novel: ;1992; Juanma Bajo Ulloa ; Alas de mariposa ; Daniel Sánchez Arévalo
8634;Premios Goya (España) ; Mejor dirección novel: ;1991; Rosa Vergés ; Boom Boom ; Quim Gutiérrez
8635;Premios Goya (España) ; Mejor dirección novel: ;1990; Ana Díez ; Ander y Yul ; José Corbacho
8636;Premios Goya (España) ; Mejor actor revelación: ;2023; Telmo Irureta ; La consagración de la primavera ; Fernando Franco
8637;Premios Goya (España) ; Mejor actor revelación: ;2022; Chechu Salgado ; Las leyes de la frontera ; Valeria Sorolla
8638;Premios Goya (España) ; Mejor actor revelación: ;2021; Adam Nourou ; Adú ; Daniel Monzón
8639;Premios Goya (España) ; Mejor actor revelación: ;2020; Enric Auquer ; Quien a hierro mata ; Marcos Ruiz
8640;Premios Goya (España) ; Mejor actor revelación: ;2019; Jesús Vidal ; Campeones ; Salvador Calvo
8641;Premios Goya (España) ; Mejor actor revelación: ;2018; Eneko Sagardoy ; Handia ; Luis Tosar
8642;Premios Goya (España) ; Mejor actor revelación: ;2017; Carlos Santos ; El hombre de las mil caras ; Paco Plaza
8643;Premios Goya (España) ; Mejor actor revelación: ;2016; Miguel Herrán ; A cambio de nada ; Luis Tosar
8644;Premios Goya (España) ; Mejor actor revelación: ;2015; Dani Rovira ; Ocho apellidos vascos ; Javier Fesser
8645;Premios Goya (España) ; Mejor actor revelación: ;2014; Javier Pereira ; Stockholm ; Javier Gutiérrez
8646;Premios Goya (España) ; Mejor actor revelación: ;2013; Joaquín Núñez ; Grupo 7 ; Jon Garaño
8647;Premios Goya (España) ; Mejor actor revelación: ;2012; Jan Cornet ; La piel que habito ; Joseba Usabiaga
8648;Premios Goya (España) ; Mejor actor revelación: ;2011; Francesc Colomer ; Pa negre (Pan negro) ; Alberto Rodríguez
8649;Premios Goya (España) ; Mejor actor revelación: ;2010; Alberto Ammann ; Celda 211 ; Eduard Fernández
8650;Premios Goya (España) ; Mejor actor revelación: ;2009; Juan Manuel Montilla 'El Langui' ; El truco del manco ; Daniel Guzmán
8651;Premios Goya (España) ; Mejor actor revelación: ;2008; José Luis Torrijo ; La soledad ; Miguel Herrán
8652;Premios Goya (España) ; Mejor actor revelación: ;2007; Quim Gutiérrez ; AzulOscuroCasiNegro ; Emilio Martínez-Lázaro
8653;Premios Goya (España) ; Mejor actor revelación: ;2006; Jesús Carroza ; 7 vírgenes ; Dani Rovira
8654;Premios Goya (España) ; Mejor actor revelación: ;2005; Tamar Novas ; Mar adentro ; Rodrigo Sorogoyen
8655;Premios Goya (España) ; Mejor actor revelación: ;2004; Fernando Tejero ; Días de fútbol ; Javier Pereira
8656;Premios Goya (España) ; Mejor actor revelación: ;2003; José Ángel Egido ; Los lunes al sol ; Alberto Rodríguez
8657;Premios Goya (España) ; Mejor actor revelación: ;2002; Leonardo Sbaraglia ; Intacto ; Antonio de la Torre
8658;Premios Goya (España) ; Mejor actor revelación: ;2001; Juan José Ballesta ; El bola ; Pedro Almodóvar
8659;Premios Goya (España) ; Mejor actor revelación: ;2000; Carlos Álvarez-Novoa ; Solas ; Antonio Banderas
8660;Premios Goya (España) ; Mejor actor revelación: ;1999; Mirosláv Táborský ; La niña de tus ojos ; Agustí Villaronga
8661;Premios Goya (España) ; Mejor actor revelación: ;1998; Andoni Erburu ; Secretos del corazón ; Francesc Colomer
8662;Premios Goya (España) ; Mejor actor revelación: ;1997; Fele Martínez ; Tesis ; Daniel Monzón
8663;Premios Goya (España) ; Mejor actor revelación: ;1996; Santiago Segura ; El día de la bestia ; Luis Tosar
8664;Premios Goya (España) ; Mejor actor revelación: ;1995; Saturnino García ; Justino, un asesino de la tercera edad ; Santiago A. Zannou
8665;Premios Goya (España) ; Mejor actriz revelación: ;2023; Laura Galán ; Cerdita ; Carlota Pereda
8666;Premios Goya (España) ; Mejor actriz revelación: ;2022; María Cerezuela ; Maixabel ; Laura Galán
8667;Premios Goya (España) ; Mejor actriz revelación: ;2021; Jone Laspiur ; Ane ; Icíar Bollaín
8668;Premios Goya (España) ; Mejor actriz revelación: ;2020; Benedicta Sánchez ; Lo que arde ; Blanca Portillo
8669;Premios Goya (España) ; Mejor actriz revelación: ;2019; Eva Llorach ; Quién te cantará ; David P. Sañudo
8670;Premios Goya (España) ; Mejor actriz revelación: ;2018; Bruna Cusí ; Verano 1993 ; Patricia López Arnaiz
8671;Premios Goya (España) ; Mejor actriz revelación: ;2017; Anna Castillo ; El olivo ; Oliver Laxe
8672;Premios Goya (España) ; Mejor actriz revelación: ;2016; Irene Escolar ; Un otoño sin Berlín ; Amador Arias
8673;Premios Goya (España) ; Mejor actriz revelación: ;2015; Nerea Barros ; La isla mínima ; Carlos Vermut
8674;Premios Goya (España) ; Mejor actriz revelación: ;2014; Natalia de Molina ; Vivir es fácil con los ojos cerrados ; Najwa Nimri
8675;Premios Goya (España) ; Mejor actriz revelación: ;2013; Macarena García ; Blancanieves ; Carla Simón
8676;Premios Goya (España) ; Mejor actriz revelación: ;2012; María León ; La voz dormida ; Laia Artigas
8677;Premios Goya (España) ; Mejor actriz revelación: ;2011; Marina Comas ; Pa negre (Pan negro) ; Icíar Bollaín
8678;Premios Goya (España) ; Mejor actriz revelación: ;2010; Soledad Villamil ; El secreto de sus ojos ; Anna Castillo
8679;Premios Goya (España) ; Mejor actriz revelación: ;2009; Nerea Camacho ; Camino ; Lara Izagirre
8680;Premios Goya (España) ; Mejor actriz revelación: ;2008; Manuela Velasco ; [•REC] ; Irene Escolar
8681;Premios Goya (España) ; Mejor actriz revelación: ;2007; Ivana Baquero ; El laberinto del fauno ; Alberto Rodríguez
8682;Premios Goya (España) ; Mejor actriz revelación: ;2006; Micaela Nevárez ; Princesas ; Raúl Arévalo
8683;Premios Goya (España) ; Mejor actriz revelación: ;2005; Belén Rueda ; Mar adentro ; David Trueba
8684;Premios Goya (España) ; Mejor actriz revelación: ;2004; María Valverde ; La flaqueza del bolchevique ; Javier Cámara
8685;Premios Goya (España) ; Mejor actriz revelación: ;2003; Lolita ; Rencor ; Pablo Berger
8686;Premios Goya (España) ; Mejor actriz revelación: ;2002; Paz Vega ; Lucía y el sexo ; Macarena García
8687;Premios Goya (España) ; Mejor actriz revelación: ;2001; Laia Marull ; Fugitivas ; Benito Zambrano
8688;Premios Goya (España) ; Mejor actriz revelación: ;2000; Ana Fernández ; Solas ; Inma Cuesta
8689;Premios Goya (España) ; Mejor actriz revelación: ;1999; Marieta Orozco ; Barrio ; Agustí Villaronga
8690;Premios Goya (España) ; Mejor actriz revelación: ;1998; Isabel Ordaz ; Chevrolet ; Francesc Colomer
8691;Premios Goya (España) ; Mejor actriz revelación: ;1997; Ingrid Rubio ; Más allá del jardín ; Juan José Campanella
8692;Premios Goya (España) ; Mejor actriz revelación: ;1996; Rosana Pastor ; Tierra y libertad ; Ricardo Darín
8693;Premios Goya (España) ; Mejor actriz revelación: ;1995; Ruth Gabriel ; Días contados ; Javier Fesser
8694;Premios Goya (España) ; Mejor guion original: ;2023; Isabel Peña, Rodrigo Sorogoyen ; As bestas ; Rodrigo Sorogoyen
8695;Premios Goya (España) ; Mejor guion original: ;2022; Fernando León de Aranoa ; El buen patrón ; Marina Foïs
8696;Premios Goya (España) ; Mejor guion original: ;2021; Pilar Palomero ; Las niñas ; Fernando León de Aranoa
8697;Premios Goya (España) ; Mejor guion original: ;2020; Pedro Almodóvar ; Dolor y gloria ; Javier Bardem
8698;Premios Goya (España) ; Mejor guion original: ;2019; Isabel Peña, Rodrigo Sorogoyen ; El Reino ; Pilar Palomero
8699;Premios Goya (España) ; Mejor guion original: ;2018; Aitor Arregi, Andoni de Carlos, Jon Garaño, José Mari Goenaga ; Handia ; Andrea Fandós
8700;Premios Goya (España) ; Mejor guion original: ;2017; Raúl Arévalo, David Pulido ; Tarde para la ira ; Pedro Almodóvar
8701;Premios Goya (España) ; Mejor guion original: ;2016; Cesc Gay, Tomàs Aragay ; Truman ; Antonio Banderas
8702;Premios Goya (España) ; Mejor guion original: ;2015; Alberto Rodríguez, Rafael Cobos ; La isla mínima ; Rodrigo Sorogoyen
8703;Premios Goya (España) ; Mejor guion original: ;2014; David Trueba ; Vivir es fácil con los ojos cerrados ; Antonio de la Torre
8704;Premios Goya (España) ; Mejor guion original: ;2013; Pablo Berger ; Blancanieves ; Jon Garaño
8705;Premios Goya (España) ; Mejor guion original: ;2012; Enrique Urbizu, Michel Gaztambide ; No habrá paz para los malvados ; Joseba Usabiaga
8706;Premios Goya (España) ; Mejor guion original: ;2011; Chris Sparling ; Buried (Enterrado) ; Raúl Arévalo
8707;Premios Goya (España) ; Mejor guion original: ;2010; Mateo Gil, Alejandro Amenábar ; Ágora ; Antonio de la Torre
8708;Premios Goya (España) ; Mejor guion original: ;2009; Javier Fesser ; Camino ; Cesc Gay
8709;Premios Goya (España) ; Mejor guion original: ;2008; Sergio G. Sánchez ; El orfanato ; Javier Cámara
8710;Premios Goya (España) ; Mejor guion original: ;2007; Guillermo del Toro ; El laberinto del fauno ; Alberto Rodríguez
8711;Premios Goya (España) ; Mejor guion original: ;2006; Isabel Coixet ; La vida secreta de las palabras ; Raúl Arévalo
8712;Premios Goya (España) ; Mejor guion original: ;2005; Alejandro Amenábar, Mateo Gil ; Mar adentro ; David Trueba
8713;Premios Goya (España) ; Mejor guion original: ;2004; Icíar Bollaín, Alicia Luna ; Te doy mis ojos ; Javier Cámara
8714;Premios Goya (España) ; Mejor guion original: ;2003; Antonio Hernández, Enrique Brasó ; En la ciudad sin límites ; Pablo Berger
8715;Premios Goya (España) ; Mejor guion original: ;2002; Alejandro Amenábar ; Los otros ; Macarena García
8716;Premios Goya (España) ; Mejor guion original: ;2001; Achero Mañas, Verónica Fernández ; El bola ; Enrique Urbizu
8717;Premios Goya (España) ; Mejor guion original: ;2000; Benito Zambrano ; Solas ; José Coronado
8718;Premios Goya (España) ; Mejor guion original: ;1999; Fernando León de Aranoa ; Barrio ; Rodrigo Cortés
8719;Premios Goya (España) ; Mejor guion original: ;1998; Ángeles González-Sinde, Ricardo Franco ; La buena estrella ; Ryan Reynolds
8720;Premios Goya (España) ; Mejor guion original: ;1997; Alejandro Amenábar ; Tesis ; Alejandro Amenábar
8721;Premios Goya (España) ; Mejor guion original: ;1996; Agustín Díaz Yanes ; Nadie hablará de nosotras cuando hayamos muerto ; Rachel Weisz
8722;Premios Goya (España) ; Mejor guion original: ;1995; Joaquín Oristrell, Yolanda García Serrano, Juan Luis Iborra, Manuel Gómez Pereira ; Todos los hombres sois iguales ; Javier Fesser
8723;Premios Goya (España) ; Mejor guion original: ;1994; Mario Camus ; Sombras en una batalla ; Nerea Camacho
8724;Premios Goya (España) ; Mejor guion original: ;1993; Rafael Azcona, José Luis García Sánchez, Fernando Trueba ; Belle Époque ; J.A. Bayona
8725;Premios Goya (España) ; Mejor guion original: ;1992; Juanma Bajo Ulloa, Eduardo Bajo Ulloa ; Alas de mariposa ; Belén Rueda
8726;Premios Goya (España) ; Mejor guion original: ;1991; Montxo Armendáriz ; Las cartas de Alou ; Guillermo del Toro
8727;Premios Goya (España) ; Mejor guion original: ;1990; Agustí Villaronga ; El niño de la luna ; Ivana Baquero
