id;festival;categoria;año;interpretacion;pelicula;director
5117;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2012; Tom Berenger ; Hatfields & McCoys (Miniserie de TV) ; David E. Kelley
5118;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2011; Guy Pearce ; Mildred Pierce (Miniserie de TV) ; Reese Witherspoon
5119;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2010; David Strathairn ; Temple Grandin (TV) ; Scott Alexander
5120;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2009; Ken Howard ; Grey Gardens (TV) ; Cuba Gooding Jr.
5121;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2008; Tom Wilkinson ; John Adams (Miniserie de TV) ; Lisa Cholodenko
5122;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2007; Thomas Haden Church ; Los protectores (Broken Trail) (Miniserie de TV) ; Frances McDormand
5123;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2006; Jeremy Irons ; Elizabeth I (Miniserie de TV) ; Nick Hurran
5124;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2005; Paul Newman ; Empire Falls (Miniserie de TV) ; Benedict Cumberbatch
5125;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2004; Jeffrey Wright ; Ángeles en América (Miniserie de TV) ; Ryan Murphy
5126;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2003; Ben Gazzara ; Ciegas de amor (TV) ; Jessica Lange
5127;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2002; Michael Moriarty ; James Dean: una vida inventada (TV) ; Leslie Greif
5128;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2001; Brian Cox ; Los juicios de Nuremberg (Miniserie de TV) ; Kevin Costner
5129;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;2000; Hank Azaria ; Martes con mi viejo profesor (TV) ; Todd Haynes
5130;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1999; Peter O'Toole ; Juana de Arco (TV) ; Kate Winslet
5131;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1998; George C. Scott ; Doce hombres sin piedad: Veredicto final (TV) ; Mick Jackson
5132;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1997; Beau Bridges ; La segunda guerra civil (TV) ; Claire Danes
5133;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1996; Tom Hulce ; Entre dos amores (TV) ; Michael Sucsy
5134;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1995; Donald Sutherland ; Citizen X (Ciudadano X) (TV) ; Drew Barrymore
5135;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1994; Michael Goorjian ; Un cariño muy especial (TV) ; Tom Hooper
5136;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1993; Beau Bridges ; ¿Matamos a la animadora? (TV) ; Paul Giamatti
5137;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1992; Hume Cronyn ; Broadway Bound (TV) ; Walter Hill
5138;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1991; James Earl Jones ; ¿Tierra prometida? (TV) ; Robert Duvall
5139;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1990; Vincent Gardenia ; El primer domingo de cada mes (TV) ; Tom Hooper
5140;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1989; Derek Jacobi ; El décimo hombre (TV) ; Helen Mirren
5141;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1988; John Shea ; Baby M, madre de alquiler (Miniserie de TV) ; Fred Schepisi
5142;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1987; Dabney Coleman ; Juramentos de silencio (TV) ; Ed Harris
5143;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1986; John Malkovich ; Muerte de un viajante (TV) ; Mike Nichols
5144;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1985; Karl Malden ; Visión fatal (TV) ; Al Pacino
5145;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1984; Art Carney ; El terrible Joe Moran (TV) ; Mira Nair
5146;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1983; Richard Kiley ; El pájaro espino (Miniserie de TV) ; Juliette Lewis
5147;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1982; Laurence Olivier ; Retorno a Brideshead (Miniserie de TV) ; Mark Rydell
5148;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1981; David Warner ; Masada (Miniserie de TV) ; James Franco
5149;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1980; George Grizzard ; The Oldest Living Graduate (TV) ; Yves Simoneau
5150;Premios Emmy ; Mejor actor de reparto en Miniserie o Telefilm: ;1979; Marlon Brando ; Raíces: La nueva generación (Miniserie de TV) ; Alec Baldwin
5151;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2022; Julia Garner ; Ozark (Serie de TV) ; Bill Dubuque
5152;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2021; Gillian Anderson ; The Crown (Serie de TV) ; Jason Bateman
5153;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2020; Julia Garner ; Ozark (Serie de TV) ; Peter Morgan
5154;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2019; Julia Garner ; Ozark (Serie de TV) ; Claire Foy
5155;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2018; Thandiwe Newton ; Westworld (Serie de TV) ; Bill Dubuque
5156;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2017; Ann Dowd ; El cuento de la criada (Serie de TV) ; Jason Bateman
5157;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2016; Maggie Smith ; Downton Abbey (Serie de TV) ; Bill Dubuque
5158;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2015; Uzo Aduba ; Orange Is the New Black (Serie de TV) ; Jason Bateman
5159;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2014; Anna Gunn ; Breaking Bad (Serie de TV) ; Jonathan Nolan
5160;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2013; Anna Gunn ; Breaking Bad (Serie de TV) ; Evan Rachel Wood
5161;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2012; Maggie Smith ; Downton Abbey (Serie de TV) ; Bruce Miller
5162;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2011; Margo Martindale ; Justified: La ley de Raylan (Serie de TV) ; Elisabeth Moss
5163;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2010; Archie Panjabi ; The Good Wife (Serie de TV) ; Julian Fellowes
5164;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2009; Cherry Jones ; 24 (Serie de TV) ; Hugh Bonneville
5165;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2008; Dianne Wiest ; En terapia (En tratamiento) (Serie de TV) ; Jenji Kohan
5166;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2007; Katherine Heigl ; Anatomía de Grey (Serie de TV) ; Taylor Schilling
5167;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2006; Blythe Danner ; Huff (Serie de TV) ; Vince Gilligan
5168;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2005; Blythe Danner ; Huff (Serie de TV) ; Bryan Cranston
5169;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2004; Drea de Matteo ; Los Soprano (Serie de TV) ; Vince Gilligan
5170;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2003; Tyne Daly ; La juez Amy (Serie de TV) ; Bryan Cranston
5171;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2002; Stockard Channing ; El ala oeste de la Casa Blanca (Serie de TV) ; Julian Fellowes
5172;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2001; Allison Janney ; El ala oeste de la Casa Blanca (Serie de TV) ; Hugh Bonneville
5173;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;2000; Allison Janney ; El ala oeste de la Casa Blanca (Serie de TV) ; Graham Yost
5174;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1999; Holland Taylor ; El abogado (Serie de TV) ; Timothy Olyphant
5175;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1998; Camryn Manheim ; El abogado (Serie de TV) ; Michelle King
5176;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1997; Kim Delaney ; Policías de Nueva York - NYPD Blue (Serie de TV) ; Julianna Margulies
5177;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1996; Tyne Daly ; Christy (Serie de TV) ; Joel Surnow
5178;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1995; Julianna Margulies ; E.R.: Urgencias (Serie de TV) ; Kiefer Sutherland
5179;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1994; Leigh Taylor-Young ; Picket Fences (Serie de TV) ; Rodrigo García
5180;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1993; Mary Alice ; Tiempo de conflictos (Serie de TV) ; Gabriel Byrne
5181;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1992; Valerie Mahaffey ; Doctor en Alaska (Serie de TV) ; Shonda Rhimes
5182;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1991; Madge Sinclair ; La pasión de Gabriel (Serie de TV) ; Ellen Pompeo
5183;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1990; Marg Helgenberger ; Playa de China (Serie de TV) ; Bob Lowry
5184;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1989; Melanie Mayron ; Treinta y tantos (Serie de TV) ; Hank Azaria
5185;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1988; Patricia Wettig ; Treinta y tantos (Serie de TV) ; Bob Lowry
5186;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1987; Bonnie Bartlett ; Hospital (Serie de TV) ; Hank Azaria
5187;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1986; Bonnie Bartlett ; Hospital (Serie de TV) ; David Chase
5188;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1985; Betty Thomas ; Canción triste de Hill Street (Serie de TV) ; James Gandolfini
5189;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1984; Alfre Woodard ; Canción triste de Hill Street (Serie de TV) ; Amy Brenneman
5190;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1983; Doris Roberts ; Hospital (Serie de TV) ; Amy Brenneman
5191;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1982; Nancy Marchand ; Lou Grant (Serie de TV) ; Aaron Sorkin
5192;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1981; Nancy Marchand ; Lou Grant (Serie de TV) ; Martin Sheen
5193;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1980; Nancy Marchand ; Lou Grant (Serie de TV) ; Aaron Sorkin
5194;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1979; Kristy McNichol ; Familia (Serie de TV) ; Martin Sheen
5195;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1978; Nancy Marchand ; Lou Grant (Serie de TV) ; Aaron Sorkin
5196;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1977; Kristy McNichol ; Familia (Serie de TV) ; Martin Sheen
5197;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1976; Ellen Corby ; Los Walton (Serie de TV) ; David E. Kelley
5198;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1975; Ellen Corby ; Los Walton (Serie de TV) ; Dylan McDermott
5199;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1974; Ellen Corby ; Los Walton (Serie de TV) ; David E. Kelley
5200;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1973; Jenny Agutter ; The Snow Goose (TV) ; Dylan McDermott
5201;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1972; Margaret Leighton ; Hamlet (TV) ; Steven Bochco
5202;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1971; Gail Fisher ; Mannix (Serie de TV) ; Dennis Franz
5203;Premios Emmy ; Mejor actriz de reparto en Serie de Drama: ;1970; Barbara Hale ; Perry Mason (Serie de TV) ; Gene Reynolds
5204;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2022; Sheryl Lee Ralph ; Colegio Abbott (Serie de TV) ; Quinta Brunson
5205;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2021; Annie Murphy ; Schitt's Creek (Serie de TV) ; Quinta Brunson
5206;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2020; Alex Borstein ; La maravillosa Sra. Maisel (Serie de TV) ; Dan Levy
5207;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2019; Alex Borstein ; La maravillosa Sra. Maisel (Serie de TV) ; Eugene Levy
5208;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2018; Kate McKinnon ; Saturday Night Live (Serie de TV) ; Amy Sherman-Palladino
5209;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2017; Kate McKinnon ; Saturday Night Live (Serie de TV) ; Rachel Brosnahan
5210;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2016; Allison Janney ; Mom (Serie de TV) ; Amy Sherman-Palladino
5211;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2015; Allison Janney ; Mom (Serie de TV) ; Rachel Brosnahan
5212;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2014; Merritt Weaver ; Jackie (Serie de TV) ; Lorne Michaels
5213;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2013; Julie Bowen ; Modern Family (Serie de TV) ; Kevin Nealon
5214;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2012; Julie Bowen ; Modern Family (Serie de TV) ; Lorne Michaels
5215;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2011; Jane Lynch ; Glee (Serie de TV) ; Kevin Nealon
5216;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2010; Kristin Chenoweth ; Criando malvas (Serie de TV) ; Eddie Gorodetsky
5217;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2009; Jean Smart ; Samantha, ¿Qué? (Serie de TV) ; Anna Faris
5218;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2008; Jaime Pressly ; Me llamo Earl (Serie de TV) ; Eddie Gorodetsky
5219;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2007; Megan Mullally ; Will & Grace (Serie de TV) ; Anna Faris
5220;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2006; Doris Roberts ; Raymond (Serie de TV) ; Liz Brixius
5221;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2005; Cynthia Nixon ; Sexo en Nueva York (Serie de TV) ; Edie Falco
5222;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2004; Doris Roberts ; Raymond (Serie de TV) ; Steven Levitan
5223;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2003; Doris Roberts ; Raymond (Serie de TV) ; Ed O'Neill
5224;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2002; Doris Roberts ; Raymond (Serie de TV) ; Steven Levitan
5225;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2001; Megan Mullally ; Will & Grace (Serie de TV) ; Ed O'Neill
5226;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;2000; Kristen Johnston ; Cosas de Marcianos (Serie de TV) ; Ryan Murphy
5227;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1999; Lisa Kudrow ; Friends (Serie de TV) ; Lea Michele
5228;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1998; Kristen Johnston ; Cosas de Marcianos (Serie de TV) ; Bryan Fuller
5229;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1997; Julia Louis-Dreyfus ; Seinfeld (Serie de TV) ; Lee Pace
5230;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1996; Christine Baranski ; Cybill (Serie de TV) ; Cecelia Ahern
5231;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1995; Laurie Metcalf ; Roseanne (Serie de TV) ; Christina Applegate
5232;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1994; Laurie Metcalf ; Roseanne (Serie de TV) ; Gregory Thomas Garcia
5233;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1993; Laurie Metcalf ; Roseanne (Serie de TV) ; Jason Lee
5234;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1992; Bebe Neuwirth ; Cheers (Serie de TV) ; David Kohan
5235;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1991; Bebe Neuwirth ; Cheers (Serie de TV) ; Debra Messing
5236;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1990; Rhea Perlman ; Cheers (Serie de TV) ; Philip Rosenthal
5237;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1989; Estelle Getty ; Las chicas de oro (Serie de TV) ; Ray Romano
5238;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1988; Jackée Harry ; 227 (Serie de TV) ; Darren Star
5239;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1987; Rhea Perlman ; Cheers (Serie de TV) ; Sarah Jessica Parker
5240;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1986; Rhea Perlman ; Cheers (Serie de TV) ; Philip Rosenthal
5241;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1985; Rhea Perlman ; Cheers (Serie de TV) ; Ray Romano
5242;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1984; Carol Kane ; Taxi (Serie de TV) ; Philip Rosenthal
5243;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1983; Loretta Swit ; M.A.S.H. (Serie de TV) ; Ray Romano
5244;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1982; Eileen Brennan ; La recluta Benjamín (Serie de TV) ; Philip Rosenthal
5245;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1981; Loretta Swit ; M.A.S.H. (Serie de TV) ; Ray Romano
5246;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1980; Sally Struthers ; Todo en familia (Serie de TV) ; David Kohan
5247;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1979; Julie Kavner ; Rhoda (Serie de TV) ; Debra Messing
5248;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1978; Mary Kay Place ; Mary Hartman, Mary Hartman (Serie de TV) ; Bonnie Turner
5249;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1977; Betty White ; La chica de la tele (Serie de TV) ; John Lithgow
5250;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1976; Betty White ; La chica de la tele (Serie de TV) ; David Crane
5251;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1975; Valerie Harper ; La chica de la tele (Serie de TV) ; Jennifer Aniston
5252;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1974; Sally Struthers ; Todo en familia (Serie de TV) ; Bonnie Turner
5253;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1973; Valerie Harper ; La chica de la tele (Serie de TV) ; John Lithgow
5254;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1972; Valerie Harper ; La chica de la tele (Serie de TV) ; Jerry Seinfeld
5255;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1971; Karen Valentine ; Room 222 (Serie de TV) ; Jerry Seinfeld
5256;Premios Emmy ; Mejor actriz de reparto en Serie de Comedia: ;1970; Ann B. Davis ; El soltero feliz (Serie de TV) ; Chuck Lorre
5257;Premios Emmy ; Mejor actriz de reparto en Miniserie o Telefilm: ;2022; Jennifer Coolidge ; The White Lotus (Miniserie de TV) ; Mike White
5258;Premios Emmy ; Mejor actriz de reparto en Miniserie o Telefilm: ;2021; Julianne Nicholson ; Mare of Easttown (Miniserie de TV) ; Murray Bartlett
5259;Premios Emmy ; Mejor actriz de reparto en Miniserie o Telefilm: ;2020; Uzo Aduba ; Mrs. America (Miniserie de TV) ; Brad Ingelsby
5260;Premios Emmy ; Mejor actriz de reparto en Miniserie o Telefilm: ;2019; Patricia Arquette ; The Act (Serie de TV) ; Kate Winslet
5261;Premios Emmy ; Mejor actriz de reparto en Miniserie o Telefilm: ;2018; Merritt Wever ; Godless (Miniserie de TV) ; Dahvi Waller
5262;Premios Emmy ; Mejor actriz de reparto en Miniserie o Telefilm: ;2017; Laura Dern ; Big Little Lies (Serie de TV) ; Cate Blanchett
