id;festival;categoria;año;premiado_a
1326;Premios Globos de Oro ; Mejor película - Drama: ;1991; Bailando con lobos 
1327;Premios Globos de Oro ; Mejor película - Drama: ;1990; Nacido el cuatro de julio 
1328;Premios Globos de Oro ; Mejor película - Drama: ;1989; Rain Man 
1329;Premios Globos de Oro ; Mejor película - Drama: ;1988; El último emperador 
1330;Premios Globos de Oro ; Mejor película - Drama: ;1987; Platoon 
1331;Premios Globos de Oro ; Mejor película - Drama: ;1986; Memorias de África 
1332;Premios Globos de Oro ; Mejor película - Drama: ;1985; Amadeus 
1333;Premios Globos de Oro ; Mejor película - Drama: ;1984; La fuerza del cariño 
1334;Premios Globos de Oro ; Mejor película - Drama: ;1983; E.T. el extraterrestre 
1335;Premios Globos de Oro ; Mejor película - Drama: ;1982; En el estanque dorado 
1336;Premios Globos de Oro ; Mejor película - Drama: ;1981; Gente corriente 
1337;Premios Globos de Oro ; Mejor película - Drama: ;1980; Kramer contra Kramer 
1338;Premios Globos de Oro ; Mejor película - Drama: ;1979; El expreso de medianoche 
1339;Premios Globos de Oro ; Mejor película - Drama: ;1978; Paso decisivo 
1340;Premios Globos de Oro ; Mejor película - Drama: ;1977; Rocky 
1341;Premios Globos de Oro ; Mejor película - Drama: ;1976; Alguien voló sobre el nido del cuco 
1342;Premios Globos de Oro ; Mejor película - Drama: ;1975; Chinatown 
1343;Premios Globos de Oro ; Mejor película - Drama: ;1974; El exorcista 
1344;Premios Globos de Oro ; Mejor película - Drama: ;1973; El padrino 
1345;Premios Globos de Oro ; Mejor película - Drama: ;1972; The French Connection. Contra el imperio de la droga 
1346;Premios Globos de Oro ; Mejor película - Drama: ;1971; Love Story 
1347;Premios Globos de Oro ; Mejor película - Drama: ;1970; Ana de los mil días 
1348;Premios Globos de Oro ; Mejor película - Drama: ;1969; El león en invierno 
1349;Premios Globos de Oro ; Mejor película - Drama: ;1968; En el calor de la noche 
1350;Premios Globos de Oro ; Mejor película - Drama: ;1967; Un hombre para la eternidad 
1351;Premios Globos de Oro ; Mejor película - Drama: ;1966; Doctor Zhivago 
1352;Premios Globos de Oro ; Mejor película - Drama: ;1965; Becket 
1353;Premios Globos de Oro ; Mejor película - Drama: ;1964; El cardenal 
1354;Premios Globos de Oro ; Mejor película - Drama: ;1963; Lawrence de Arabia 
1355;Premios Globos de Oro ; Mejor película - Drama: ;1962; Los cañones de Navarone 
1356;Premios Globos de Oro ; Mejor película - Drama: ;1961; Espartaco 
1357;Premios Globos de Oro ; Mejor película - Drama: ;1960; Ben-Hur 
1358;Premios Globos de Oro ; Mejor película - Drama: ;1959; Fugitivos 
1359;Premios Globos de Oro ; Mejor película - Drama: ;1958; El puente sobre el río Kwai 
1360;Premios Globos de Oro ; Mejor película - Drama: ;1957; La vuelta al mundo en 80 días 
1361;Premios Globos de Oro ; Mejor película - Drama: ;1956; Al este del Edén 
1362;Premios Globos de Oro ; Mejor película - Drama: ;1955; La ley del silencio 
1363;Premios Globos de Oro ; Mejor película - Drama: ;1954; La túnica sagrada 
1364;Premios Globos de Oro ; Mejor película - Drama: ;1953; El mayor espectáculo del mundo 
1365;Premios Globos de Oro ; Mejor película - Drama: ;1952; Un lugar en el sol 
1366;Premios Globos de Oro ; Mejor película - Drama: ;1951; El crepúsculo de los dioses 
1367;Premios Globos de Oro ; Mejor película - Drama: ;1950; El político 
1368;Premios Globos de Oro ; Mejor película - Drama: ;1949; El tesoro de Sierra Madre 
1369;Premios Globos de Oro ; Mejor película - Drama: ;1948; Belinda 
1370;Premios Globos de Oro ; Mejor película - Drama: ;1947; La barrera invisible 
1371;Premios Globos de Oro ; Mejor película - Drama: ;1946; Los mejores años de nuestra vida 
1372;Premios Globos de Oro ; Mejor película - Drama: ;1945; Días sin huella 
1373;Premios Globos de Oro ; Mejor película - Drama: ;1944; Siguiendo mi camino 
1374;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2023; Almas en pena de Inisherin 
1375;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2022; West Side Story 
1376;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2021; Borat, película film secuela 
1377;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2020; Érase una vez en... Hollywood 
1378;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2019; Green Book 
1379;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2018; Lady Bird 
1380;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2017; La ciudad de las estrellas (La La Land) 
1381;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2016; Marte (The Martian) 
1382;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2015; El Gran Hotel Budapest 
1383;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2014; La gran estafa americana 
1384;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2013; Los miserables 
1385;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2012; The Artist 
1386;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2011; Los chicos están bien 
1387;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2010; Resacón en Las Vegas 
1388;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2009; Vicky Cristina Barcelona 
1389;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2008; Sweeney Todd: El barbero diabólico de la calle Fleet 
1390;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2007; Dreamgirls 
1391;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2006; En la cuerda floja 
1392;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2005; Entre copas 
1393;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2004; Lost in Translation 
1394;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2003; Chicago 
1395;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2002; Moulin Rouge 
1396;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2001; Casi famosos 
1397;Premios Globos de Oro ; Mejor película - Comedia o musical: ;2000; Toy Story 2 
1398;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1999; Shakespeare enamorado 
1399;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1998; Mejor... imposible 
1400;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1997; Evita 
1401;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1996; Babe, el cerdito valiente 
1402;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1995; El rey león 
1403;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1994; Señora Doubtfire, papá de por vida 
1404;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1993; El juego de Hollywood 
1405;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1992; La bella y la bestia 
1406;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1991; Matrimonio de conveniencia 
1407;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1990; Paseando a Miss Daisy 
1408;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1989; Armas de mujer 
1409;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1988; Esperanza y gloria 
1410;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1987; Hannah y sus hermanas 
1411;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1986; El honor de los Prizzi 
1412;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1985; Tras el corazón verde 
1413;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1984; Yentl 
1414;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1983; Tootsie 
1415;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1982; Arthur, el soltero de oro 
1416;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1981; Quiero ser libre 
1417;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1980; El relevo 
1418;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1979; El cielo puede esperar 
1419;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1978; La chica del adiós 
1420;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1977; Ha nacido una estrella 
1421;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1976; La pareja chiflada 
1422;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1975; El rompehuesos 
1423;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1974; American Graffiti 
1424;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1973; Cabaret 
1425;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1972; El violinista en el tejado 
1426;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1971; M.A.S.H. 
1427;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1970; El secreto de Santa Vittoria 
1428;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1969; Oliver 
1429;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1968; El graduado 
1430;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1967; ¡Que vienen los rusos! 
1431;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1966; Sonrisas y lágrimas 
1432;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1965; My Fair Lady (Mi bella dama) 
1433;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1964; Tom Jones 
1434;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1963; Las Girls 
1435;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1962; El rey y yo 
1436;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1961; Ellos y ellas 
1437;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1960; Carmen Jones 
1438;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1959; La luna es azul 
1439;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1958; Con una canción en mi corazón 
1440;Premios Globos de Oro ; Mejor película - Comedia o musical: ;1957; Un americano en París 
1441;Premios Emmy ; Mejor Serie de Drama: ;2022; Succession (Serie de TV) 
1442;Premios Emmy ; Mejor Serie de Drama: ;2021; The Crown (Serie de TV) 
1443;Premios Emmy ; Mejor Serie de Drama: ;2020; Succession (Serie de TV) 
1444;Premios Emmy ; Mejor Serie de Drama: ;2019; Juego de Tronos (Serie de TV) 
1445;Premios Emmy ; Mejor Serie de Drama: ;2018; Juego de Tronos (Serie de TV) 
1446;Premios Emmy ; Mejor Serie de Drama: ;2017; El cuento de la criada (Serie de TV) 
1447;Premios Emmy ; Mejor Serie de Drama: ;2016; Juego de Tronos (Serie de TV) 
1448;Premios Emmy ; Mejor Serie de Drama: ;2015; Juego de Tronos (Serie de TV) 
1449;Premios Emmy ; Mejor Serie de Drama: ;2014; Breaking Bad (Serie de TV) 
1450;Premios Emmy ; Mejor Serie de Drama: ;2013; Breaking Bad (Serie de TV) 
1451;Premios Emmy ; Mejor Serie de Drama: ;2012; Homeland (Serie de TV) 
1452;Premios Emmy ; Mejor Serie de Drama: ;2011; Mad Men (Serie de TV) 
1453;Premios Emmy ; Mejor Serie de Drama: ;2010; Mad Men (Serie de TV) 
1454;Premios Emmy ; Mejor Serie de Drama: ;2009; Mad Men (Serie de TV) 
1455;Premios Emmy ; Mejor Serie de Drama: ;2008; Mad Men (Serie de TV) 
1456;Premios Emmy ; Mejor Serie de Drama: ;2007; Los Soprano (Serie de TV) 
1457;Premios Emmy ; Mejor Serie de Drama: ;2006; 24 (Serie de TV) 
1458;Premios Emmy ; Mejor Serie de Drama: ;2005; Perdidos (Lost) (Serie de TV) 
1459;Premios Emmy ; Mejor Serie de Drama: ;2004; Los Soprano (Serie de TV) 
1460;Premios Emmy ; Mejor Serie de Drama: ;2003; El ala oeste de la Casa Blanca (Serie de TV) 
1461;Premios Emmy ; Mejor Serie de Drama: ;2002; El ala oeste de la Casa Blanca (Serie de TV) 
1462;Premios Emmy ; Mejor Serie de Drama: ;2001; El ala oeste de la Casa Blanca (Serie de TV) 
1463;Premios Emmy ; Mejor Serie de Drama: ;2000; El ala oeste de la Casa Blanca (Serie de TV) 
1464;Premios Emmy ; Mejor Serie de Drama: ;1999; El abogado (Serie de TV) 
1465;Premios Emmy ; Mejor Serie de Drama: ;1998; El abogado (Serie de TV) 
1466;Premios Emmy ; Mejor Serie de Drama: ;1997; Ley y orden (Serie de TV) 
1467;Premios Emmy ; Mejor Serie de Drama: ;1996; E.R.: Urgencias (Serie de TV) 
1468;Premios Emmy ; Mejor Serie de Drama: ;1995; Policías de Nueva York - NYPD Blue (Serie de TV) 
1469;Premios Emmy ; Mejor Serie de Drama: ;1994; Picket Fences (Serie de TV) 
1470;Premios Emmy ; Mejor Serie de Drama: ;1993; Picket Fences (Serie de TV) 
1471;Premios Emmy ; Mejor Serie de Drama: ;1992; Doctor en Alaska (Serie de TV) 
1472;Premios Emmy ; Mejor Serie de Drama: ;1991; La ley de Los Ángeles (Serie de TV) 
1473;Premios Emmy ; Mejor Serie de Drama: ;1990; La ley de Los Ángeles (Serie de TV) 
1474;Premios Emmy ; Mejor Serie de Drama: ;1989; La ley de Los Ángeles (Serie de TV) 
1475;Premios Emmy ; Mejor Serie de Drama: ;1988; Treinta y tantos (Serie de TV) 
1476;Premios Emmy ; Mejor Serie de Drama: ;1987; La ley de Los Ángeles (Serie de TV) 
1477;Premios Emmy ; Mejor Serie de Drama: ;1986; Cagney y Lacey (Serie de TV) 
1478;Premios Emmy ; Mejor Serie de Drama: ;1985; Cagney y Lacey (Serie de TV) 
1479;Premios Emmy ; Mejor Serie de Drama: ;1984; Canción triste de Hill Street (Serie de TV) 
1480;Premios Emmy ; Mejor Serie de Drama: ;1983; Canción triste de Hill Street (Serie de TV) 
1481;Premios Emmy ; Mejor Serie de Drama: ;1982; Canción triste de Hill Street (Serie de TV) 
1482;Premios Emmy ; Mejor Serie de Drama: ;1981; Canción triste de Hill Street (Serie de TV) 
1483;Premios Emmy ; Mejor Serie de Drama: ;1980; Lou Grant (Serie de TV) 
1484;Premios Emmy ; Mejor Serie de Drama: ;1979; Lou Grant (Serie de TV) 
1485;Premios Emmy ; Mejor Serie de Drama: ;1978; Los casos de Rockford (Serie de TV) 
1486;Premios Emmy ; Mejor Serie de Drama: ;1977; Arriba y abajo (Serie de TV) 
1487;Premios Emmy ; Mejor Serie de Drama: ;1976; Historia policial (Serie de TV) 
1488;Premios Emmy ; Mejor Serie de Drama: ;1975; Arriba y abajo (Serie de TV) 
1489;Premios Emmy ; Mejor Serie de Drama: ;1974; Arriba y abajo (Serie de TV) 
1490;Premios Emmy ; Mejor Serie de Drama: ;1973; Los Walton (Serie de TV) 
1491;Premios Emmy ; Mejor Serie de Drama: ;1972; Elizabeth R (Serie de TV) 
1492;Premios Emmy ; Mejor Serie de Drama: ;1971; The Bold Ones: The Senator (Serie de TV) 
1493;Premios Emmy ; Mejor Serie de Drama: ;1970; Marcus Welby, doctor en medicina (Serie de TV) 
1494;Premios Emmy ; Mejor Serie de Drama: ;1969; NET Playhouse (Serie de TV) 
1495;Premios Emmy ; Mejor Serie de Drama: ;1968; Misión imposible (Serie de TV) 
1496;Premios Emmy ; Mejor Serie de Drama: ;1967; Misión imposible (Serie de TV) 
1497;Premios Emmy ; Mejor Serie de Drama: ;1966; El fugitivo (Serie de TV) 
1498;Premios Emmy ; Mejor Serie de Drama: ;1965; Los defensores (Serie de TV) 
1499;Premios Emmy ; Mejor Serie de Drama: ;1964; Los defensores (Serie de TV) 
1500;Premios Emmy ; Mejor Serie de Drama: ;1963; Los defensores (Serie de TV) 
1501;Premios Emmy ; Mejor Serie de Drama: ;1962; Macbeth (TV) 
1502;Premios Emmy ; Mejor Serie de Drama: ;1961; Playhouse 90 (Serie de TV) 
1503;Premios Emmy ; Mejor Serie de Drama: ;1960; Maverick (Serie de TV) 
1504;Premios Emmy ; Mejor Serie de Drama: ;1959; Playhouse 90 (Serie de TV) 
1505;Premios Emmy ; Mejor Serie de Drama: ;1958; Alcoa Theatre (Serie de TV) 
1506;Premios Emmy ; Mejor Serie de Drama: ;1957; Playhouse 90 (Serie de TV) 
1507;Premios Emmy ; Mejor Serie de Drama: ;1956; La ley del revólver (Serie de TV) 
1508;Premios Emmy ; Mejor Serie de Drama: ;1955; El show de Phil Silvers (Serie de TV) 
1509;Premios Emmy ; Mejor Serie de Drama: ;1954; Producers' Showcase (Serie de TV) 
1510;Premios Emmy ; Mejor Serie de Drama: ;1953; Dragnet (Serie de TV) 
1511;Premios Emmy ; Mejor Serie de Drama: ;1952; The United States Steel Hour (Serie de TV) 
1512;Premios Emmy ; Mejor Serie de Drama: ;1951; Dragnet (Serie de TV) 
1513;Premios Emmy ; Mejor Serie de Drama: ;1950; The United States Steel Hour (Serie de TV) 
1514;Premios Emmy ; Mejor Serie de Drama: ;1949; Dragnet (Serie de TV) 
1515;Premios Emmy ; Mejor Serie de Comedia: ;2022; Ted Lasso (Serie de TV) 
1516;Premios Emmy ; Mejor Serie de Comedia: ;2021; Ted Lasso (Serie de TV) 
1517;Premios Emmy ; Mejor Serie de Comedia: ;2020; Schitt's Creek (Serie de TV) 
1518;Premios Emmy ; Mejor Serie de Comedia: ;2019; Fleabag (Serie de TV) 
1519;Premios Emmy ; Mejor Serie de Comedia: ;2018; La maravillosa Sra. Maisel (Serie de TV) 
1520;Premios Emmy ; Mejor Serie de Comedia: ;2017; Veep (Serie de TV) 
1521;Premios Emmy ; Mejor Serie de Comedia: ;2016; Veep (Serie de TV) 
1522;Premios Emmy ; Mejor Serie de Comedia: ;2015; Veep (Serie de TV) 
1523;Premios Emmy ; Mejor Serie de Comedia: ;2014; Modern Family (Serie de TV) 
1524;Premios Emmy ; Mejor Serie de Comedia: ;2013; Modern Family (Serie de TV) 
1525;Premios Emmy ; Mejor Serie de Comedia: ;2012; Modern Family (Serie de TV) 
1526;Premios Emmy ; Mejor Serie de Comedia: ;2011; Modern Family (Serie de TV) 
1527;Premios Emmy ; Mejor Serie de Comedia: ;2010; Modern Family (Serie de TV) 
1528;Premios Emmy ; Mejor Serie de Comedia: ;2009; Rockefeller Plaza (30 Rock) (Serie de TV) 
1529;Premios Emmy ; Mejor Serie de Comedia: ;2008; Rockefeller Plaza (30 Rock) (Serie de TV) 
